f1481.json, 16, 109, 16, 116
f2125.json, 216, 13756, 226, 13853
f1390.json, 384, 6286, 392, 6518
f284.json, 32, 169, 32, 194
f2444.json, 16, 74, 16, 81
f1672.json, 8, 46, 8, 49
f1714.json, 40, 277, 40, 299
f1442.json, 44, 255, 44, 281
f1869.json, 72, 614, 72, 648
f2106.json, 12, 149, 12, 152
f1434.json, 76, 342, 76, 382
f1659.json, 260, 1073, 260, 1213
f1397.json, 108, 694, 108, 746
f1183.json, 484, 3841, 484, 4377
f1767.json, 12, 76, 12, 77
f1878.json, 92, 8737, 170, 7978
f1403.json, 56, 301, 56, 344
f1249.json, 188, 1024, 188, 1128
f2048.json, 22, 126, 22, 134
f1534.json, 48, 121, 48, 134
f1142.json, 72, 325, 72, 368
f1010.json, 12, 31, 12, 35
f1690.json, 24, 253, 24, 264
f2154.json, 48, 335, 48, 354
f1425.json, 36, 127, 36, 146
f2013.json, 468, 3689, 468, 4205
f1299.json, 12, 63, 12, 67
f2007.json, 666, 2776, 666, 3038
f2554.json, 8, 33, 8, 35
f2524.json, 54, 366, 54, 386
f2550.json, 12, 60, 12, 65
f1781.json, 72, 345, 72, 372
f1710.json, 328, 2465, 328, 2644
f1162.json, 36, 203, 36, 229
f1565.json, 28, 83, 28, 90
f1116.json, 36, 151, 36, 169
f1981.json, 8, 44, 8, 48
f23.json, 36, 104, 36, 116
f1755.json, 24, 77, 24, 87
f2157.json, 40, 257, 40, 277
f1797.json, 20, 141, 20, 156
f1132.json, 52, 131, 52, 147
f1700.json, 24, 125, 24, 132
f1713.json, 24, 105, 24, 111
f1500.json, 136, 715, 136, 805
f1060.json, 388, 7165, 404, 7328
f2254.json, 278, 6545, 280, 6672
f2544.json, 104, 1049, 104, 1080
f1088.json, 20, 79, 20, 86
f2107.json, 24, 77, 24, 88
f2421.json, 206, 2275, 206, 2386
f2165.json, 28, 229, 28, 252
f2110.json, 68, 938, 68, 963
f1377.json, 700, 11278, 784, 11750
f1588.json, 308, 2249, 308, 2420
f1399.json, 36, 237, 36, 250
f2015.json, 44, 181, 44, 192
f1992.json, 690, 11968, 716, 12313
f2303.json, 16, 65, 16, 72
f1706.json, 20, 63, 20, 68
f1369.json, 28, 103, 28, 115
f1624.json, 56, 291, 56, 322
f2460.json, 72, 201, 72, 241
f1488.json, 16, 73, 16, 78
f1698.json, 282, 2189, 282, 2306
f2453.json, 20, 59, 20, 66
f2049.json, 36, 243, 36, 258
f1401.json, 16, 123, 16, 131
f1469.json, 6, 22, 6, 24
f2402.json, 68, 309, 68, 340
f1009.json, 188, 1416, 188, 1536
f1461.json, 60, 347, 60, 375
f1776.json, 120, 1530, 120, 1592
f1834.json, 52, 193, 52, 207
f1652.json, 28, 125, 28, 134
f2018.json, 36, 251, 36, 263
f1354.json, 200, 1308, 200, 1500
f1328.json, 924, 7405, 924, 8394
f1670.json, 44, 185, 44, 211
f1898.json, 24, 131, 24, 142
f1327.json, 772, 12205, 830, 12635
f2343.json, 76, 521, 76, 548
f1633.json, 24, 243, 24, 254
f1172.json, 186, 1707, 202, 1845
f1158.json, 24, 125, 24, 137
f2450.json, 8, 28, 8, 34
f1220.json, 474, 9583, 490, 9801
f1712.json, 8, 56, 8, 59
f2572.json, 8, 32, 8, 35
f1099.json, 32, 273, 32, 302
f2195.json, 626, 11127, 652, 11410
f1457.json, 90, 857, 106, 946
f2578.json, 98, 650, 98, 683
f1032.json, 24, 65, 24, 73
f1021.json, 326, 3253, 326, 3495
f2114.json, 24, 157, 24, 161
f1246.json, 48, 249, 48, 276
f1297.json, 128, 1025, 128, 1122
f1740.json, 66, 284, 66, 317
f1559.json, 16, 103, 16, 107
f1990.json, 12, 63, 12, 69
f1281.json, 12, 111, 12, 113
f2191.json, 8, 17, 8, 19
f1544.json, 176, 527, 176, 618
f1859.json, 56, 309, 56, 334
f2002.json, 16, 65, 16, 72
f2279.json, 112, 537, 112, 575
f1510.json, 8, 16, 8, 18
f1862.json, 34, 841, 34, 866
